,movie,year,imdb,metascore,votes,n_imdb
1126,The Last Kiss,2006,6.5,57,39496,60
1127,A Maldição da Flor Dourada,2006,7.0,70,39287,70
1128,When a Stranger Calls,2006,5.1,27,38867,50
1129,Glory Road,2006,7.2,58,38819,70
1130,Flyboys,2006,6.5,47,38485,60
1131,Gridiron Gang,2006,6.9,52,37788,60
1132,Ovelha Negra,2006,5.8,62,36904,50
1133,Big Momma's House 2,2006,4.7,34,36392,40
1134,Southland Tales: O Fim do Mundo,2006,5.5,44,34425,50
1135,Aquamarine,2006,5.3,51,34422,50
1136,Severance,2006,6.5,62,34087,60
1137,Basic Instinct 2,2006,4.3,26,34072,40
1138,Turistas,2006,5.4,36,33534,50
1139,The Ant Bully,2006,5.8,59,33385,50
1140,Garfield 2,2006,5.0,37,33034,50
1141,Charlotte's Web,2006,6.3,68,32058,60
1142,Guardiões do Dia,2006,6.5,59,31627,60
1143,Hollywoodland,2006,6.5,62,30967,60
1144,Bug,2006,6.1,62,30531,60
1145,Sob Suspeita,2006,7.1,65,30403,70
1146,The Marine,2006,4.7,45,30025,40
1147,Shortbus,2006,6.5,64,29796,60
1148,Man of the Year,2006,6.2,39,29779,60
1149,Arthur and the Invisibles,2006,6.0,39,29185,60
1150,After the Wedding,2006,7.8,78,28619,70
1151,All the Boys Love Mandy Lane,2006,5.6,44,28476,50
1152,Priceless,2006,7.0,72,28377,70
1153,Stay Alive,2006,5.1,24,27802,50
1154,School for Scoundrels,2006,5.9,44,27699,50
1155,Contos de Terramar,2006,6.5,47,27685,60
1156,Unknown,2006,6.5,44,27665,60
1157,Goya's Ghosts,2006,6.9,52,27329,60
1158,Seraphim Falls,2006,6.7,62,26967,60
1159,Them,2006,6.5,60,26866,60
1160,The Santa Clause 3: The Escape Clause,2006,4.7,32,26771,40
1161,Fido - O Mascote,2006,6.7,70,26682,60
1162,Pulse,2006,4.7,27,26524,40
1163,This Film Is Not Yet Rated,2006,7.5,75,26438,70
1164,Miss Potter,2006,7.0,57,25905,70
1165,No Country for Old Men,2007,8.1,91,728759,80
1166,I Am Legend,2007,7.2,65,610319,70
1167,The Bourne Ultimatum,2007,8.0,85,566305,80
1168,Transformers,2007,7.1,61,556122,70
1169,Ratatouille,2007,8.0,96,547229,80
1170,Pirates of the Caribbean: At World's End,2007,7.1,50,536874,70
1171,Into the Wild,2007,8.1,73,504037,80
1172,Superbad,2007,7.6,76,467417,70
1173,Juno,2007,7.5,81,454227,70
1174,There Will Be Blood,2007,8.1,93,442982,80
1175,Spider-Man 3,2007,6.2,59,439578,60
1176,Harry Potter and the Order of the Phoenix,2007,7.5,71,424928,70
1177,Hot Fuzz,2007,7.9,81,407309,70
1178,Zodiac,2007,7.7,78,369422,70
1179,Live Free or Die Hard,2007,7.2,69,362528,70
1180,American Gangster,2007,7.8,76,355018,70
1181,Knocked Up,2007,7.0,85,323463,70
1182,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83,312712,70
1183,Ocean's Thirteen,2007,6.9,62,287653,60
1184,Shooter,2007,7.2,53,283068,70
1185,The Simpsons Movie,2007,7.3,80,282997,70
1186,3:10 to Yuma,2007,7.7,76,261715,70
1187,The Mist,2007,7.2,58,251625,70
1188,Shrek the Third,2007,6.0,58,242267,60
1189,1408,2007,6.8,64,234852,60
1190,28 Weeks Later,2007,7.0,78,234656,70
1191,Stardust,2007,7.7,66,232386,70
1192,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45,232224,50
1193,Gone Baby Gone,2007,7.7,72,224603,70
1194,Atonement,2007,7.8,85,219274,70
1195,Sunshine,2007,7.3,64,213263,70
1196,Eastern Promises,2007,7.7,82,208473,70
1197,The Bucket List,2007,7.4,42,207103,70
1198,Paranormal Activity,2007,6.3,68,202697,60
1199,Ghost Rider,2007,5.2,35,202668,50
1200,Disturbia,2007,6.9,62,202267,60
1201,National Treasure: Book of Secrets,2007,6.5,48,200114,60
1202,P.S. I Love You,2007,7.1,39,187106,70
1203,Resident Evil: Extinction,2007,6.3,41,168339,60
1204,Grindhouse,2007,7.6,77,166338,70
1205,The Golden Compass,2007,6.1,51,163048,60
1206,Fracture,2007,7.2,68,162025,70
1207,Enchanted,2007,7.1,75,159935,70
1208,The Darjeeling Limited,2007,7.2,67,158811,70
1209,The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,68,152289,70
1210,30 Days of Night,2007,6.6,53,152025,60
1211,Beowulf,2007,6.2,59,152018,60
1212,Hitman: Assassino 47,2007,6.3,35,150676,60
1213,Michael Clayton,2007,7.3,82,145632,70
1214,Blades of Glory,2007,6.3,64,142810,60
1215,Shoot 'Em Up,2007,6.7,49,137619,60
1216,Next,2007,6.2,42,136338,60
1217,Rush Hour 3,2007,6.2,44,136024,60
1218,The Orphanage,2007,7.5,74,133465,70
1219,Mr. Brooks,2007,7.3,45,133263,70
1220,I Now Pronounce You Chuck & Larry,2007,6.0,37,130251,60
1221,Lars and the Real Girl,2007,7.3,70,127507,70
1222,Evan Almighty,2007,5.4,37,126676,50
1223,Saw IV,2007,5.9,36,126612,50
1224,Bridge to Terabithia,2007,7.2,74,126493,70
1225,Bee Movie,2007,6.1,54,122000,60
1226,The Kingdom,2007,7.0,56,110154,70
1227,Hairspray,2007,6.7,81,109121,60
1228,Wild Hogs,2007,5.9,27,107170,50
1229,Aliens vs. Predator: Requiem,2007,4.7,29,104396,40
1230,Apenas Uma Vez,2007,7.9,88,102523,70
1231,Mr. Bean's Holiday,2007,6.4,56,101537,60
1232,Across the Universe,2007,7.4,56,99433,70
1233,Death at a Funeral,2007,7.4,67,98669,70
1234,Charlie Wilson's War,2007,7.1,69,97737,70
1235,Halloween,2007,6.1,47,97247,60
1236,August Rush,2007,7.5,38,96721,70
1237,The Diving Bell and the Butterfly,2007,8.0,92,96562,80
1238,Epic Movie,2007,2.3,17,95932,20
1239,Hannibal Rising,2007,6.2,35,95086,60
1240,Dan in Real Life,2007,6.8,65,92109,60
1241,Elite Squad,2007,8.1,33,89950,80
1242,Music and Lyrics,2007,6.5,59,89010,60
1243,Reign Over Me,2007,7.5,61,88705,70
1244,Before the Devil Knows You're Dead,2007,7.3,84,88303,70
1245,Vacancy,2007,6.2,54,87190,60
1246,Funny Games,2007,6.5,44,80176,60
1247,Good Luck Chuck,2007,5.6,19,79756,50
1248,Persépolis,2007,8.1,90,79257,80
1249,War,2007,6.3,36,78840,60
1250,The Heartbreak Kid,2007,5.8,46,78283,50
1251,We Own the Night,2007,6.9,59,78053,60
1252,Hostel: Part II,2007,5.5,46,77967,50
1253,Meet the Robinsons,2007,6.9,61,76938,60
1254,Dead Silence,2007,6.2,34,76379,60
1255,La Vie en Rose,2007,7.6,66,74866,70
1256,The Kite Runner,2007,7.6,61,73118,70
1257,Sicko,2007,8.0,74,70432,80
1258,88 Minutes,2007,5.9,17,70298,50
1259,The Invasion,2007,5.9,45,69649,50
1260,Awake,2007,6.5,33,68211,60
1261,Premonition,2007,5.9,29,67421,50
1262,Hot Rod,2007,6.7,43,67414,60
1263,Alvin and the Chipmunks,2007,5.2,39,66031,50
1264,Death Sentence,2007,6.8,36,64961,60
1265,No Reservations,2007,6.3,50,64771,60
1266,In the Valley of Elah,2007,7.2,65,64575,70
1267,Chak de! India,2007,8.2,68,62966,80
1268,"Run, Fatboy, Run",2007,6.6,48,62431,60
1269,Walk Hard: The Dewey Cox Story,2007,6.8,63,60984,60
1270,Surf's Up,2007,6.7,64,60273,60
1271,Elizabeth: The Golden Age,2007,6.9,45,60128,60
1272,Norbit,2007,4.0,27,60105,40
1273,Escritores da Liberdade,2007,7.5,64,59791,70
1274,Charlie Bartlett,2007,7.0,54,59776,70
1275,As Tartarugas Ninja: O Retorno,2007,6.3,41,57179,60
1276,Control,2007,7.7,78,56228,70
1277,The Hills Have Eyes II,2007,5.1,32,55350,50
1278,Breach,2007,7.0,74,54889,70
1279,The Brave One,2007,6.8,56,54200,60
1280,The Lookout,2007,7.0,73,53969,70
1281,Becoming Jane,2007,7.1,55,52513,70
1282,The Nanny Diaries,2007,6.2,46,52507,60
1283,Não Estou Lá,2007,7.0,73,52321,70
1284,The Great Debaters,2007,7.6,65,52103,70
1285,The Game Plan,2007,6.2,44,50947,60
1286,Rendition,2007,6.8,55,50928,60
1287,"4 Months, 3 Weeks and 2 Days",2007,7.9,97,50435,70
1288,Crimes Temporais,2007,7.2,68,50041,70
1289,Um Beijo Roubado,2007,6.7,52,48213,60
1290,The Condemned,2007,6.1,23,47628,60
1291,Cassandra's Dream,2007,6.7,49,47265,60
1292,Lions for Lambs,2007,6.2,47,44446,60
1293,Diary of the Dead,2007,5.7,66,43377,50
1294,Sydney White,2007,6.3,45,41720,60
1295,Perfect Stranger,2007,5.7,31,41234,50
1296,Em Nome do Rei,2007,3.8,15,41114,30
1297,Mongol: The Rise of Genghis Khan,2007,7.3,74,41095,70
1298,Waitress,2007,7.0,75,40721,70
1299,The Counterfeiters,2007,7.6,78,40089,70
1300,The Reaping,2007,5.7,36,39943,50
1301,Pathfinder,2007,5.4,29,39904,50
1302,The Visitor,2007,7.7,79,39629,70
1303,Mr. Magorium's Wonder Emporium,2007,6.2,48,38962,60
1304,Balls of Fury,2007,5.3,38,38144,50
1305,Teeth,2007,5.4,57,38102,50
1306,The Hitcher,2007,5.6,28,37666,50
1307,The Messengers,2007,5.4,34,35879,50
1308,Fred Claus,2007,5.6,42,35517,50
1309,License to Wed,2007,5.3,25,35322,50
1310,Boy A,2007,7.6,75,35196,70
1311,Cleaner,2007,6.1,49,34968,60
1312,Because I Said So,2007,5.6,26,34934,50
1313,Meu Monstro de Estimação,2007,6.5,71,34641,60
1314,The Savages,2007,7.2,85,33792,70
1315,"Lust, Caution",2007,7.6,61,33633,70
1316,Mr. Woodcock,2007,5.2,41,33199,50
1317,The Invisible,2007,6.3,36,32935,60
1318,The King of Kong: A Fistful of Quarters,2007,8.1,83,32784,80
1319,The Air I Breathe,2007,6.9,37,32540,60
1320,The Last Legion,2007,5.4,37,31917,50
1321,The Nines,2007,6.4,52,30722,60
1322,In the Land of Women,2007,6.5,47,29644,60
1323,Son of Rambow,2007,7.0,66,29015,70
1324,P2,2007,5.9,37,28716,50
1325,2 Days in Paris,2007,6.8,67,28595,60
1326,The Edge of Heaven,2007,7.8,85,28256,70
1327,Sleuth,2007,6.5,49,28253,60
1328,Paranoid Park,2007,6.7,83,26919,60
1329,Things We Lost in the Fire,2007,7.2,63,26104,70
1330,The Dark Knight,2008,9.0,84,1960822,90
1331,WALL·E,2008,8.4,95,860722,80
1332,Iron Man,2008,7.9,79,808955,70
1333,Slumdog Millionaire,2008,8.0,86,720506,80
1334,Gran Torino,2008,8.1,72,645657,80
1335,Busca Implacável,2008,7.8,50,525464,70
1336,The Curious Case of Benjamin Button,2008,7.8,70,519301,70
1337,Hancock,2008,6.4,49,395112,60
1338,Twilight,2008,5.2,56,379403,50
1339,The Hurt Locker,2008,7.6,94,377912,70
1340,The Incredible Hulk,2008,6.8,61,376864,60
1341,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65,376122,60
1342,Quantum of Solace,2008,6.6,58,366167,60
1343,Kung Fu Panda,2008,7.6,73,360167,70
1344,In Bruges,2008,7.9,67,349095,70
1345,Tropic Thunder,2008,7.0,71,341381,70
1346,Cloverfield,2008,7.0,64,340219,70
1347,Wanted,2008,6.7,64,330598,60
1348,Yes Man,2008,6.8,46,300896,60
1349,Pineapple Express,2008,7.0,64,283565,70
1350,Burn After Reading,2008,7.0,63,276150,70
1351,The Wrestler,2008,7.9,81,272053,70
1352,Jumper,2008,6.1,35,265030,60
1353,Seven Pounds,2008,7.6,36,259945,70
1354,Forgetting Sarah Marshall,2008,7.2,67,240542,70
1355,Step Brothers,2008,6.9,51,237288,60
1356,Hellboy II: The Golden Army,2008,7.0,78,231353,70
1357,Vicky Cristina Barcelona,2008,7.1,70,221301,70
1358,Changeling,2008,7.8,63,217308,70
1359,RocknRolla,2008,7.3,53,214054,70
1360,The Reader,2008,7.6,58,211321,70
1361,21,2008,6.8,48,208184,60
1362,"Faça o Que eu Digo, Não Faça o Que eu Faço",2008,6.9,61,207172,60
1363,Valkyrie,2008,7.1,56,206609,70
1364,Rambo IV,2008,7.0,46,195991,70
1365,Body of Lies,2008,7.1,57,193468,70
1366,O Grande Mestre,2008,8.0,59,191088,80
1367,Let the Right One In,2008,7.9,82,189786,70
1368,Get Smart,2008,6.5,54,184217,60
1369,Death Race,2008,6.4,43,182611,60
1370,The Happening,2008,5.0,34,180020,50
1371,Mamma Mia!,2008,6.4,51,177471,60
1372,Madagascar: Escape 2 Africa,2008,6.7,61,172299,60
1373,You Don't Mess with the Zohan,2008,5.5,54,172239,50
1374,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,170918,60
1375,Revolutionary Road,2008,7.3,69,170875,70
1376,Bolt,2008,6.9,67,166896,60
1377,Eagle Eye,2008,6.6,43,163092,60
1378,The Bank Job,2008,7.3,69,162786,70
1379,Zack and Miri Make a Porno,2008,6.6,56,161269,60
1380,The Boy in the Striped Pajamas,2008,7.8,55,160286,70
1381,What Happens in Vegas,2008,6.1,36,153606,60
1382,The Day the Earth Stood Still,2008,5.5,40,151704,50
1383,Milk,2008,7.6,84,151270,70
1384,Carga Explosiva 3,2008,6.1,51,142324,60
1385,"Definitely, Maybe",2008,7.2,59,141581,70
1386,27 Dresses,2008,6.1,47,139516,60
1387,Vantage Point,2008,6.6,40,136178,60
1388,The Mummy: Tomb of the Dragon Emperor,2008,5.2,31,134669,50
1389,Marley & Me,2008,7.1,53,131439,70
1390,Defiance,2008,7.2,58,127217,70
1391,Harold & Kumar Escape from Guantanamo Bay,2008,6.6,57,122302,60
1392,Horton Hears a Who!,2008,6.8,71,117647,60
1393,"10,000 BC",2008,5.1,34,117425,50
1394,Max Payne,2008,5.4,31,115352,50
1395,Australia,2008,6.6,53,111238,60
1396,Doubt,2008,7.5,68,110318,70
1397,Sex and the City,2008,5.6,53,107294,50
1398,The Strangers,2008,6.2,47,106185,60
1399,Bronson,2008,7.1,71,104746,70
1400,Saw V,2008,5.8,20,102601,50
1401,Ponyo,2008,7.7,86,101792,70
1402,Street Kings,2008,6.8,55,100822,60
1403,Journey to the Center of the Earth,2008,5.8,57,100297,50
1404,Meet the Spartans,2008,2.7,9,95290,20
1405,Frost/Nixon,2008,7.7,80,95226,70
1406,The Forbidden Kingdom,2008,6.6,57,94883,60
1407,Mirrors,2008,6.2,35,94772,60
1408,The Other Boleyn Girl,2008,6.7,50,93361,60
1409,Never Back Down,2008,6.6,39,88447,60
1410,Missão Babilônia,2008,5.6,26,87923,50
1411,Be Kind Rewind,2008,6.4,52,84580,60
1412,The X Files: I Want to Believe,2008,5.9,47,83874,50
1413,Nick and Norah's Infinite Playlist,2008,6.7,64,82140,60
1414,Disaster Movie,2008,1.9,15,80549,10
1415,Bedtime Stories,2008,6.1,33,79699,60
1416,Righteous Kill,2008,6.0,36,78998,60
1417,Sex Drive,2008,6.5,49,78255,60
1418,The Spiderwick Chronicles,2008,6.6,62,78093,60
1419,Step Up 2: The Streets,2008,6.3,50,74278,60
1420,Semi-Pro,2008,5.8,47,72663,50
1421,The House Bunny,2008,5.5,55,71341,50
1422,Felon,2008,7.5,58,71152,70
1423,The Duchess,2008,6.9,62,69863,60
1424,"Synecdoche, New York",2008,7.5,67,68187,70
1425,Outlander,2008,6.3,40,67741,60
1426,Eden Lake,2008,6.8,65,67245,60
1427,Doomsday,2008,6.0,51,67204,60
1428,Fool's Gold,2008,5.7,29,66495,50
1429,Sunshine Cleaning,2008,6.9,61,65418,60
1430,How to Lose Friends & Alienate People,2008,6.4,35,64645,60
1431,Ghost Town,2008,6.7,72,64613,60
1432,Ensaio Sobre a Cegueira,2008,6.6,45,64410,60
1433,The Ruins,2008,5.9,44,64270,50
1434,Speed Racer,2008,6.0,37,63536,60
1435,Quarantine,2008,6.0,53,63362,60
1436,Made of Honor,2008,5.9,37,60970,50
1437,Fome,2008,7.6,82,58989,70
1438,City of Ember,2008,6.5,58,58279,60
1439,Superhero Movie,2008,4.5,33,57887,40
1440,The Spirit,2008,4.8,30,56698,40
1441,Pride and Glory,2008,6.7,45,56211,60
1442,Religulous,2008,7.7,56,55276,70
1443,Surpresas do Amor,2008,5.7,41,55177,50
1444,Punisher: War Zone,2008,6.0,30,55104,60
1445,Appaloosa,2008,6.7,64,54361,60
1446,Drillbit Taylor,2008,5.7,41,54242,50
1447,The Midnight Meat Train,2008,6.1,58,53635,60
1448,Traitor,2008,7.0,60,52278,70
1449,Bangkok Dangerous,2008,5.4,24,51834,50
1450,Waltz with Bashir,2008,8.0,91,50926,80
1451,High School Musical 3: Senior Year,2008,4.6,57,50623,40
1452,Star Wars: The Clone Wars,2008,5.9,35,48730,50
1453,The Eye,2008,5.4,36,47843,50
1454,Man on Wire,2008,7.8,89,47657,70
1455,"Food, Inc.",2008,7.8,80,46879,70
1456,The Chaser,2008,7.9,64,46475,70
1457,Transsiberian,2008,6.7,72,46392,60
1458,The Love Guru,2008,3.8,24,46367,30
1459,The Brothers Bloom,2008,6.8,55,45362,60
1460,Lakeview Terrace,2008,6.1,47,44706,60
1461,Untraceable,2008,6.2,32,44302,60
1462,Rachel Getting Married,2008,6.7,82,44094,60
1463,W.,2008,6.3,56,43452,60
1464,Departures,2008,8.1,68,43269,80
1465,Gomorrah,2008,7.0,87,42243,70
1466,"New York, I Love You",2008,6.3,49,42221,60
1467,Red Cliff,2008,7.4,73,40442,70
1468,My Best Friend's Girl,2008,5.9,34,39955,50
1469,Baby Mama,2008,6.0,55,37381,60
1470,JCVD,2008,7.2,64,35571,70
1471,Deception,2008,6.1,31,35514,60
1472,Happy-Go-Lucky,2008,7.0,84,35141,70
1473,Meet Dave,2008,5.0,43,34880,50
1474,The Hottie & the Nottie,2008,1.9,7,34731,10
1475,The Rocker,2008,6.2,53,34597,60
1476,The Tale of Despereaux,2008,6.1,53,33385,60
1477,Nothing But the Truth,2008,7.2,64,33375,70
1478,Two Lovers,2008,7.0,74,32816,70
1479,The Baader Meinhof Complex,2008,7.4,76,32735,70
1480,The Class,2008,7.5,92,31653,70
1481,Passengers,2008,5.9,40,31066,50
1482,Prom Night,2008,3.9,17,30581,30
1483,Nim's Island,2008,6.0,55,30578,60
1484,Choke,2008,6.5,47,30038,60
1485,Che: Part Two,2008,6.9,64,29876,60
1486,Shutter,2008,5.2,37,29867,50
1487,Splinter,2008,6.1,58,29858,60
1488,Chaos Theory,2008,6.7,44,29808,60
1489,Os Invencíveis,2008,7.3,69,29707,70
1490,Leatherheads,2008,6.0,56,29424,60
1491,Mesrine Part 1: Killer Instinct,2008,7.6,71,29307,70
1492,Uma Chamada Perdida,2008,4.0,24,28813,40
1493,Pathology,2008,6.0,55,28801,60
1494,The Wackness,2008,7.0,61,28676,70
1495,Dear Zachary: A Letter to a Son About His Father,2008,8.6,82,27736,80
1496,On-Bak 2,2008,6.2,47,27037,60
1497,Mesrine Part 2: Public Enemy #1,2008,7.5,72,25944,70
1498,Pontypool,2008,6.6,54,25745,60
1499,Jodhaa Akbar,2008,7.6,69,25283,70
1500,Bastardos Inglórios,2009,8.3,69,1061564,80
1501,Avatar,2009,7.8,83,1000247,70
1502,Up,2009,8.3,88,800602,80
1503,The Hangover,2009,7.7,73,646769,70
1504,Distrito 9,2009,7.9,81,587170,70
1505,Star Trek,2009,8.0,82,546718,80
1506,Sherlock Holmes,2009,7.6,57,531454,70
1507,Zombieland,2009,7.7,73,439489,70
1508,Watchmen,2009,7.6,56,437416,70
1509,500 Days of Summer,2009,7.7,76,426577,70
1510,X-Men Origins: Wolverine,2009,6.6,40,418292,60
1511,Harry Potter and the Half-Blood Prince,2009,7.6,78,390049,70
1512,Transformers: Revenge of the Fallen,2009,6.0,35,354861,60
1513,2012,2009,5.8,49,316936,50
1514,Terminator Salvation,2009,6.6,49,311866,60
1515,Moon,2009,7.9,67,300237,70
1516,Up in the Air,2009,7.4,83,293176,70
1517,3 Idiotas,2009,8.4,67,280285,80
1518,The Proposal,2009,6.7,48,260414,60
1519,The Blind Side,2009,7.7,53,255966,70
1520,Public Enemies,2009,7.0,70,253822,70
1521,Angels & Demons,2009,6.7,48,243386,60
1522,Law Abiding Citizen,2009,7.4,34,242543,70
1523,The Twilight Saga: New Moon,2009,4.7,44,240585,40
1524,Fast & Furious,2009,6.6,46,233527,60
1525,Knowing,2009,6.2,41,203652,60
1526,The Road,2009,7.3,64,200370,70
1527,Ice Age: Dawn of the Dinosaurs,2009,7.0,50,192823,70
1528,The Girl with the Dragon Tattoo,2009,7.8,76,191562,70
1529,G.I. Joe: The Rise of Cobra,2009,5.8,32,187648,50
1530,Sr. Ninguém,2009,7.9,63,187463,70
1531,The Ugly Truth,2009,6.5,28,183488,60
1532,"I Love You, Man",2009,7.0,70,181215,70
1533,Cloudy with a Chance of Meatballs,2009,7.0,66,177014,70
1534,Drag Me to Hell,2009,6.6,83,172216,60
1535,Coraline,2009,7.7,80,171333,70
1536,Orphan,2009,7.0,42,168222,70
1537,Fantastic Mr. Fox,2009,7.8,83,168159,70
1538,The Taking of Pelham 123,2009,6.4,55,167074,60
1539,The Secret in Their Eyes,2009,8.2,80,164192,80
1540,17 Again,2009,6.4,48,161490,60
1541,Surrogates,2009,6.3,45,160539,60
1542,Night at the Museum: Battle of the Smithsonian,2009,5.9,42,152237,50
1543,Ele Não Está Tão a Fim de Você,2009,6.4,47,145409,60
1544,Adventureland,2009,6.8,76,143751,60
1545,The Lovely Bones,2009,6.7,42,140126,60
1546,Underworld: Rise of the Lycans,2009,6.6,44,137716,60
1547,Invictus,2009,7.4,74,137096,70
1548,The Imaginarium of Doctor Parnassus,2009,6.8,65,135686,60
1549,Pandorum,2009,6.8,28,133757,60
1550,Brüno,2009,5.8,54,130535,50
1551,Monsters vs. Aliens,2009,6.5,56,130396,60
1552,The Time Traveler's Wife,2009,7.1,47,128242,70
1553,Crank: High Voltage,2009,6.2,41,127036,60
1554,State of Play,2009,7.1,64,122791,70
1555,9,2009,7.1,60,122203,70
1556,Gamer,2009,5.8,27,122185,50
1557,An Education,2009,7.3,85,120747,70
1558,The Men Who Stare at Goats,2009,6.2,54,118848,60
1559,A Serious Man,2009,7.0,79,116520,70
1560,2019 - O Ano da Extinção,2009,6.5,57,114030,60
1561,Funny People,2009,6.3,60,107085,60
1562,The Princess and the Frog,2009,7.1,73,103706,70
1563,The Invention of Lying,2009,6.4,58,103613,60
1564,Jennifer's Body,2009,5.2,47,102759,50
1565,Anticristo,2009,6.6,49,101667,60
1566,Brothers,2009,7.1,58,99551,70
1567,Pirate Radio,2009,7.4,58,99044,70
1568,Push,2009,6.1,36,98296,60
1569,Precious,2009,7.3,79,97443,70
1570,A Single Man,2009,7.6,77,96614,70
1571,Onde Vivem os Monstros,2009,6.8,71,94580,60
1572,Paul Blart: Mall Cop,2009,5.2,39,92634,50
1573,Couples Retreat,2009,5.5,23,91608,50
1574,Julie & Julia,2009,7.0,66,91466,70
1575,Bride Wars,2009,5.5,24,90596,50
1576,Jogos Mortais 6,2009,6.0,30,89603,60
1577,A Christmas Carol,2009,6.8,55,86474,60
1578,A Prophet,2009,7.9,90,86027,70
1579,Splice - A Nova Espécie,2009,5.7,66,85614,50
1580,Friday the 13th,2009,5.6,34,85467,50
1581,The Final Destination,2009,5.2,30,85402,50
1582,O Golpista do Ano,2009,6.6,65,85317,60
1583,The International,2009,6.5,52,85068,60
1584,The Box,2009,5.6,47,83119,50
1585,Year One,2009,4.9,34,83055,40
1586,My Sister's Keeper,2009,7.4,51,82741,70
1587,The Girl Who Played with Fire,2009,7.2,66,81920,70
1588,Harry Brown,2009,7.2,55,79125,70
1589,It's Complicated,2009,6.6,57,77808,60
1590,Crazy Heart,2009,7.3,83,76820,70
1591,The Last House on the Left,2009,6.6,42,76569,60
1592,Ghosts of Girlfriends Past,2009,5.8,34,75055,50
1593,Bad Lieutenant: Port of Call New Orleans,2009,6.6,69,69453,60
1594,Youth in Revolt,2009,6.5,63,69342,60
1595,The Uninvited,2009,6.4,43,69285,60
1596,Confessions of a Shopaholic,2009,5.9,38,69029,50
1597,Case 39,2009,6.2,25,68513,60
1598,The Fourth Kind,2009,5.9,34,68296,50
1599,Whatever Works,2009,7.2,45,65448,70
1600,A Centopéia Humana,2009,4.4,33,65372,40
1601,Solomon Kane - O Caçador de Demônios,2009,6.1,48,64490,60
1602,Dragonball: Evolution,2009,2.6,45,63633,20
1603,Chloe,2009,6.3,48,63078,60
1604,Ninja Assassino,2009,6.4,34,62899,60
1605,A Perfect Getaway,2009,6.5,63,62120,60
1606,[Rec] 2,2009,6.5,52,61815,60
1607,Dente Canino,2009,7.3,73,61582,70
1608,The White Ribbon,2009,7.8,82,60643,70
1609,Whip It,2009,6.9,68,60036,60
1610,The Girl Who Kicked the Hornet's Nest,2009,7.3,60,59993,70
1611,Alexandria,2009,7.2,55,59472,70
1612,Dead Snow,2009,6.3,61,59464,60
1613,Land of the Lost,2009,5.4,32,58545,50
1614,The Informant!,2009,6.5,66,58010,60
1615,The Boondock Saints II: All Saints Day,2009,6.3,24,57255,60
1616,Brooklyn's Finest,2009,6.7,43,56558,60
1617,Viagem Alucinante,2009,7.3,69,56317,70
1618,Observe and Report,2009,5.8,54,55921,50
1619,The Haunting in Connecticut,2009,5.9,33,54915,50
1620,Everybody's Fine,2009,7.1,47,54795,70
1621,Fish Tank,2009,7.3,81,53383,70
1622,Fanboys,2009,6.6,45,53217,60
1623,The Young Victoria,2009,7.3,64,52003,70
1624,The Collector,2009,6.4,29,50329,60
1625,O Guerreiro Silencioso,2009,6.0,61,49862,60
1626,In the Loop,2009,7.5,83,49471,70
1627,My Bloody Valentine,2009,5.5,51,49317,50
1628,Race to Witch Mountain,2009,5.7,52,49225,50
1629,Away We Go,2009,7.1,58,48839,70
1630,The Soloist,2009,6.7,61,47472,60
1631,Planeta 51,2009,6.1,39,45784,60
1632,The Unborn,2009,4.8,30,45763,40
1633,Duplicity,2009,6.2,69,44355,60
1634,The Cove,2009,8.5,84,44162,80
1635,Extract,2009,6.2,61,41785,60
1636,Halloween II,2009,4.9,35,41590,40
1637,Black Dynamite,2009,7.4,65,40927,70
1638,District 13: Ultimatum,2009,6.5,64,40258,60
1639,Nine,2009,5.8,49,40117,50
1640,Fired Up!,2009,6.2,31,39926,60
1641,Cirque du Freak: The Vampire's Assistant,2009,5.9,43,39258,50
1642,Capitalism: A Love Story,2009,7.4,61,38817,70
1643,The Pink Panther 2,2009,5.6,36,37689,50
1644,G-Force,2009,5.1,41,37503,50
1645,Alvin and the Chipmunks: The Squeakquel,2009,4.5,41,37111,40
1646,The Damned United,2009,7.6,81,36879,70
1647,Notorious,2009,6.7,60,36798,60
1648,All About Steve,2009,4.8,17,36366,40
1649,The Joneses,2009,6.5,55,36119,60
1650,Thirst,2009,7.2,73,36001,70
1651,Hannah Montana: The Movie,2009,4.3,47,35603,40
1652,This Is It,2009,7.3,67,35596,70
1653,Spread,2009,5.9,43,35427,50
1654,Coco Before Chanel,2009,6.7,65,35394,60
1655,À Procura de Elly,2009,8.1,87,35263,80
1656,The House of the Devil,2009,6.4,73,35149,60
1657,Mother,2009,7.8,79,34808,70
1658,World's Greatest Dad,2009,6.9,69,34741,60
1659,Broken Embraces,2009,7.2,76,34707,70
1660,Middle Men,2009,6.6,60,34642,60
1661,After.Life,2009,5.9,36,33748,50
1662,Old Dogs,2009,5.4,19,33704,50
1663,Defendor,2009,6.8,57,33599,60
1664,Did You Hear About the Morgans?,2009,4.8,27,33115,40
1665,Soul Kitchen,2009,7.3,76,32883,70
1666,Inception,2010,8.8,74,1742315,80
1667,Shutter Island,2010,8.1,63,951310,80
